ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
12068,Arthur Charles Blake,M,24,NA,NA,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",Silver
16616,"Thomas Edmund ""Tom"" Burke",M,21,183,66,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,100M Men,Gold
16616,"Thomas Edmund ""Tom"" Burke",M,21,183,66,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 400 metres,Gold
49185,Fritz Hofmann,M,24,167,56,Germany,GER,1896 Summer,1896,Summer,Athina,Athletics,100M Men,Silver
21795,Ellery Harding Clark,M,22,180,NA,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Long Jump,Gold
66362,"Francis Adonijah ""Frank"" Lane",M,21,170,69,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,100M Men,Bronze
22700,James Brendan Bennet Connolly,M,27,175,72,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Long Jump,Bronze
22700,James Brendan Bennet Connolly,M,27,175,72,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Triple Jump,Gold
24423,"Thomas Pelham ""Tom"" Curtis",M,23,176,66,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Gold
25072,Evangelos Damaskos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Pole Vault,Bronze
117571,Alajos (Aljoz) Szokoly (-Szokol),M,24,NA,NA,Hungary,HUN,1896 Summer,1896,Summer,Athina,Athletics,100M Men,Bronze
25184,Nndor Dni,M,24,NA,NA,Hungary,HUN,1896 Summer,1896,Summer,Athina,Athletics,800M Men,Silver
35698,"Edwin Harold ""Teddy"" Flack",M,22,NA,NA,Australia,AUS,1896 Summer,1896,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",Gold
35698,"Edwin Harold ""Teddy"" Flack",M,22,NA,NA,Australia,AUS,1896 Summer,1896,Summer,Athina,Athletics,800M Men,Gold
38860,"Robert ""Bob"" Garrett",M,20,188,81,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Long Jump,Silver
38860,"Robert ""Bob"" Garrett",M,20,188,81,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Shot Put,Gold
41160,Dimitrios P. Golemis,M,21,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,800M Men,Bronze
40851,Charles Henry Stuart Gmelin,M,23,NA,NA,Great Britain,GBR,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 400 metres,Bronze
38860,"Robert ""Bob"" Garrett",M,20,188,81,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Discus Throw Men,Gold
42069,Grantley Thomas Smart Goulding,M,22,NA,NA,Great Britain,GBR,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Silver
42102,Miltiadis Gouskos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Shot Put,Silver
91355,Panagiotis Paraskevopoulos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Discus Throw Men,Silver
50399,"William Welles ""Bill"" Hoyt",M,20,NA,NA,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Pole Vault,Gold
53542,Herbert Brotherson Jamison,M,20,173,69,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 400 metres,Silver
58546,Gyula Kellner,M,24,NA,NA,Hungary,HUN,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Marathon,Bronze
126142,Sotirios Versis,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Discus Throw Men,Bronze
68911,Albin Georges Lermusiaux,M,21,NA,NA,France,FRA,1896 Summer,1896,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",Bronze
71674,"Spyridon ""Spyros"" Louis",M,23,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Marathon,Gold
91250,Georgios Saranti Papasideris,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Shot Put,Bronze
21795,Ellery Harding Clark,M,22,180,NA,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,High Jump Men,Gold
93606,Ioannis Persakis,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Triple Jump,Bronze
22700,James Brendan Bennet Connolly,M,27,175,72,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,High Jump Men,Silver
119585,Ioannis Theodoropoulos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Pole Vault,Bronze
122526,Pierre Alexandre Tuffri,M,19,NA,NA,France,FRA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Triple Jump,Silver
122937,Albert Clinton Tyler,M,24,NA,NA,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Pole Vault,Silver
125390,Kharilaos Vasilakos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Marathon,Silver
38860,"Robert ""Bob"" Garrett",M,20,188,81,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,High Jump Men,Silver
3703,Carl Albert Andersen,M,23,NA,NA,Norway,NOR,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Pole Vault,Bronze
53970,Frank Washington Jarvis,M,21,167,58,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,100M Men,Gold
103047,"Stanley Rupert ""Stan"" Rowley",M,23,178,71,Australia,AUS,1900 Summer,1900,Summer,Paris,Athletics,100M Men,Bronze
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing High Jump,Silver
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Pole Vault,Gold
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Long Jump,Silver
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Triple Jump,Silver
10161,Charles Bennett,M,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Gold
10161,Charles Bennett,M,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 4,000 metres Steeplechase",Silver
10161,Charles Bennett,M,29,NA,NA,Amateur Athletic Association,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
14802,John Bray,M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Bronze
18879,Andr Castanet,M,NA,NA,NA,Racing Club de France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Silver
19658,mile Julien Champion,M,20,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Marathon,Silver
19661,Albert Alphonse Champoudry,M,20,NA,NA,Racing Club de France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Silver
19973,Jean Chastani,M,24,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 2,500 metres Steeplechase",Bronze
19973,Jean Chastani,M,24,NA,NA,Racing Club de France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Silver
22389,Meredith Bright Colket,M,21,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Pole Vault,Silver
22700,James Brendan Bennet Connolly,M,31,175,72,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Triple Jump,Silver
119439,Walter Beardsley Tewksbury,M,24,183,64,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,100M Men,Silver
27384,Henry Lon mile Deloge,M,25,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Silver
27384,Henry Lon mile Deloge,M,25,NA,NA,Racing Club de France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Silver
33557,"Raymond Clarence ""Ray"" Ewry",M,26,185,79,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing High Jump,Gold
33557,"Raymond Clarence ""Ray"" Ewry",M,26,185,79,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Long Jump,Gold
33557,"Raymond Clarence ""Ray"" Ewry",M,26,185,79,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Triple Jump,Gold
34204,Ernst Robert Efraim Fast,M,19,NA,NA,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Marathon,Bronze
35717,John Joseph Flanagan,M,32,178,95,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Hammer Throw,Gold
38860,"Robert ""Bob"" Garrett",M,24,188,81,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Triple Jump,Bronze
38860,"Robert ""Bob"" Garrett",M,24,188,81,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Shot Put,Bronze
23740,John Francis Cregan,M,22,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,800M Men,Silver
45000,"David Connolly ""Dave"" Hall",M,25,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,800M Men,Bronze
46029,Thomas Truxtun Hare,M,21,185,90,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Hammer Throw,Silver
49363,"William Joseph ""Bill"" Holland",M,26,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres,Silver
122978,Alfred Ernest Tysoe,M,26,175,70,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,800M Men,Gold
8716,Rudolf (-Rezs) Bauer,M,21,NA,NA,Hungary,HUN,1900 Summer,1900,Summer,Paris,Athletics,Discus Throw Men,Gold
63659,"Alvin Christian ""Al"" Kraenzlein",M,23,183,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 60 metres,Gold
63659,"Alvin Christian ""Al"" Kraenzlein",M,23,183,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Gold
63659,"Alvin Christian ""Al"" Kraenzlein",M,23,183,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 200 metres Hurdles,Gold
63659,"Alvin Christian ""Al"" Kraenzlein",M,23,183,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Long Jump,Gold
53583,Frantiek Janda-Suk,M,22,NA,NA,Bohemia,BOH,1900 Summer,1900,Summer,Paris,Athletics,Discus Throw Men,Silver
67571,"Patrick Joseph ""Pat"" Leahy",M,22,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Long Jump,Bronze
71204,"Maxwell Warburn ""Maxey"" Long",M,21,182,75,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres,Gold
77406,"Josiah Calvin McCracken, Jr.",M,26,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Shot Put,Silver
77406,"Josiah Calvin McCracken, Jr.",M,26,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Hammer Throw,Bronze
77795,John Frederick McLean,M,22,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Silver
81262,"Frederick Graham ""Fred"" Moloney",M,17,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Bronze
89626,George Washington F. Orton,M,27,169,65,Canada,CAN,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,Bronze
89626,George Washington F. Orton,M,27,169,65,Canada,CAN,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 2,500 metres Steeplechase",Gold
97040,Meyer Prinstein,M,21,180,74,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Long Jump,Silver
97040,Meyer Prinstein,M,21,180,74,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Triple Jump,Gold
97066,Norman Gilbert Pritchard (-Trevor),M,24,NA,NA,India,IND,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 200 metres,Silver
97066,Norman Gilbert Pritchard (-Trevor),M,24,NA,NA,India,IND,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 200 metres Hurdles,Silver
98322,Adolphe Gaston Ragueneau,M,18,166,66,Racing Club de France,FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Silver
100882,"John Thomas ""Jack"" Rimmer",M,22,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 4,000 metres Steeplechase",Gold
100882,"John Thomas ""Jack"" Rimmer",M,22,NA,NA,Amateur Athletic Association,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
101468,Sidney John Robinson,M,23,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 2,500 metres Steeplechase",Silver
101468,Sidney John Robinson,M,23,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 4,000 metres Steeplechase",Bronze
101468,Sidney John Robinson,M,23,NA,NA,Amateur Athletic Association,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
103047,"Stanley Rupert ""Stan"" Rowley",M,23,178,71,Australia,AUS,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 60 metres,Bronze
109494,"Richard ""Dick"" Sheldon",M,21,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Discus Throw Men,Bronze
103047,"Stanley Rupert ""Stan"" Rowley",M,23,178,71,Australia,AUS,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 200 metres,Bronze
103047,"Stanley Rupert ""Stan"" Rowley",M,23,178,71,Amateur Athletic Association,AUS,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
107662,Ernst Ludwig Emanuel Schultz,M,20,NA,NA,Denmark,DEN,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres,Bronze
109494,"Richard ""Dick"" Sheldon",M,21,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Shot Put,Gold
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,High Jump Men,Gold
109497,Lewis Pendleton Sheldon,M,25,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing High Jump,Bronze
109497,Lewis Pendleton Sheldon,M,25,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Triple Jump,Bronze
118788,Henri Alexis Tauzin,M,21,169,68,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,Silver
119439,Walter Beardsley Tewksbury,M,24,183,64,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 60 metres,Silver
41402,Lajos Gnczy (Grn-),M,19,NA,NA,Hungary,HUN,1900 Summer,1900,Summer,Paris,Athletics,High Jump Men,Bronze
119439,Walter Beardsley Tewksbury,M,24,183,64,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 200 metres,Gold
119439,Walter Beardsley Tewksbury,M,24,183,64,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 200 metres Hurdles,Bronze
119439,Walter Beardsley Tewksbury,M,24,183,64,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,Gold
119534,Michel Johann Thato,M,22,NA,NA,Luxembourg,LUX,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Marathon,Gold
121133,mile Torcheboeuf,M,23,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Long Jump,Bronze
67571,"Patrick Joseph ""Pat"" Leahy",M,22,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,High Jump Men,Silver
122978,Alfred Ernest Tysoe,M,26,175,70,Amateur Athletic Association,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
5527,Lesley Ashburner,M,20,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,Bronze
11518,John Arthur Biller,M,26,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing Long Jump,Bronze
18665,"Nathaniel John ""Nate"" Cartmell",M,21,182,71,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,100M Men,Silver
44773,"Charles Archibald ""Archie"" Hahn",M,23,167,64,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,100M Men,Gold
18665,"Nathaniel John ""Nate"" Cartmell",M,21,182,71,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres,Silver
18975,Frank Riley Castleman,M,27,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres Hurdles,Silver
22209,"William Wesley Coe, Jr.",M,26,178,95,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Shot Put,Silver
23066,Louis Albert Corey,M,NA,NA,NA,France,FRA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Marathon,Silver
23066,Louis Albert Corey,M,NA,NA,NA,Chicago Athletic Association,FRA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Silver
25055,John Joseph Daly,M,24,187,83,Great Britain,GBR,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 2,590 metres Steeplechase",Silver
27812,Joseph-tienne Desmarteau (Birtz-),M,31,185,94,Canada,CAN,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Gold
27992,John Riegel DeWitt,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Hammer Throw,Silver
30987,Charles Edward Dvorak,M,25,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Pole Vault,Gold
32637,"Frederick William ""Fred"" Engelhardt",M,25,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Triple Jump,Silver
33557,"Raymond Clarence ""Ray"" Ewry",M,30,185,79,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing High Jump,Gold
33557,"Raymond Clarence ""Ray"" Ewry",M,30,185,79,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing Long Jump,Gold
33557,"Raymond Clarence ""Ray"" Ewry",M,30,185,79,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing Triple Jump,Gold
35106,Lawrence Edward Joseph Feuerbach,M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Shot Put,Bronze
35717,John Joseph Flanagan,M,36,178,95,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Silver
35717,John Joseph Flanagan,M,36,178,95,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Hammer Throw,Gold
36750,"Daniel ""Dan"" Frank",M,NA,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Long Jump,Silver
49229,"William Peter ""Bill"" Hogenson",M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,100M Men,Bronze
43098,Herman Charles Groman,M,21,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres,Bronze
43907,Adam Beattie Gunn,M,31,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's All-Around Championship,Silver
44773,"Charles Archibald ""Archie"" Hahn",M,23,167,64,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 60 metres,Gold
14897,Emil William Breitkreutz,M,20,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,800M Men,Bronze
44773,"Charles Archibald ""Archie"" Hahn",M,23,167,64,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres,Gold
46029,Thomas Truxtun Hare,M,25,185,90,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's All-Around Championship,Bronze
46564,Sidney Herbert Hatch,M,20,168,57,Chicago Athletic Association,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Silver
46989,Lacey Earnest Hearn,M,23,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 1,500 metres",Bronze
46989,Lacey Earnest Hearn,M,23,NA,NA,Chicago Athletic Association,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Silver
48426,"Thomas John ""Tom"" Hicks",M,28,168,60,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Marathon,Gold
48631,"Harry Livingston Hillman, Jr.",M,22,180,66,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres,Gold
48631,"Harry Livingston Hillman, Jr.",M,22,180,66,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres Hurdles,Gold
48631,"Harry Livingston Hillman, Jr.",M,22,180,66,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres Hurdles,Gold
49229,"William Peter ""Bill"" Hogenson",M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 60 metres,Silver
69800,"James Davies ""Jim"" Lightbody",M,22,173,61,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,800M Men,Gold
49229,"William Peter ""Bill"" Hogenson",M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres,Bronze
123959,Howard Van Nostrand Valentine,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,800M Men,Silver
59615,"Thomas Francis ""Tom"" Kiely",M,34,NA,NA,Great Britain,GBR,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's All-Around Championship,Gold
60473,"Conant Meigs ""Con"" King",M,23,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing Long Jump,Silver
60473,"Conant Meigs ""Con"" King",M,23,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing Triple Jump,Silver
39535,Nikolaos P. Georgantas,M,24,185,81,Greece,GRE,1904 Summer,1904,Summer,St. Louis,Athletics,Discus Throw Men,Bronze
69800,"James Davies ""Jim"" Lightbody",M,22,173,61,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 1,500 metres",Gold
69800,"James Davies ""Jim"" Lightbody",M,22,173,61,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 2,590 metres Steeplechase",Gold
69800,"James Davies ""Jim"" Lightbody",M,22,173,61,Chicago Athletic Association,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Silver
80389,"James Sarsfield ""Jim"" Mitchel",M,40,187,100,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Bronze
82594,Fay R. Moulton,M,28,175,70,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 60 metres,Bronze
83360,David Curtiss Munson,M,20,NA,NA,New York Athletic Club,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Gold
85594,Arthur Lewis Newton,M,21,160,51,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Marathon,Bronze
85594,Arthur Lewis Newton,M,21,160,51,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 2,590 metres Steeplechase",Bronze
85594,Arthur Lewis Newton,M,21,160,51,New York Athletic Club,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Gold
94865,Paul Henry Pilgrim,M,20,180,75,New York Athletic Club,USA,1904 Summer,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Gold
95556,George Coleman Poage,M,23,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 200 metres Hurdles,Bronze
95556,George Coleman Poage,M,23,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres Hurdles,Bronze
97040,Meyer Prinstein,M,25,180,74,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Long Jump,Gold
97040,Meyer Prinstein,M,25,180,74,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Triple Jump,Gold
101364,Lawson Robertson,M,20,183,68,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing High Jump,Bronze
102565,Ralph Waldo Rose,M,20,195,115,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Shot Put,Gold
102565,Ralph Waldo Rose,M,20,195,115,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Discus Throw Men,Silver
102565,Ralph Waldo Rose,M,20,195,115,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Hammer Throw,Bronze
105038,LeRoy Perry Samse,M,20,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Pole Vault,Silver
107619,"Frederick William ""Fred"" Schule",M,24,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,Gold
109597,Martin Joseph Sheridan,M,23,190,88,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Discus Throw Men,Gold
55729,"Samuel Symington ""Sam"" Jones",M,24,189,82,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,High Jump Men,Gold
109719,"Thaddeus Rutter ""Thad"" Shideler",M,20,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,Silver
114151,Joseph Francis Stadler,M,24,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing High Jump,Silver
114151,Joseph Francis Stadler,M,24,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Standing Triple Jump,Bronze
114320,Robert Sedgewick Stangland,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Long Jump,Bronze
